sampleNumber,distToGoal,minDistToGoal,worstCost,temp,maxTemp
120,5.29187,2.49878,0.0333693,0.0011561,10000
121,6.69091,2.49878,0.0333693,0.0011561,10000
122,3.22892,2.49878,0.0333693,0.0011561,10000
123,3.22892,2.49878,0.0333693,0.0011561,10000
124,3.22892,2.49878,0.0333693,0.0011561,10000
125,3.10008,2.49878,0.0333693,0.00173415,10000
126,3.10008,2.49878,0.0333693,0.00173415,10000
127,3.10008,2.49878,0.0333693,0.00173415,10000
128,3.10008,2.49878,0.0333693,0.00173415,10000
129,3.10008,2.49878,0.0333693,0.00173415,10000
130,6.50797,2.49878,0.0333693,0.00173415,10000
131,4.88088,2.49878,0.0333693,0.00173415,10000
132,6.3209,2.49878,0.0333693,0.00173415,10000
133,6.67453,2.49878,0.0333693,0.00173415,10000
134,1.99878,2.49878,0.0333693,0.00173415,10000
135,6.56123,2.49878,0.0333693,0.00173415,10000
136,6.56123,2.49878,0.0333693,0.00173415,10000
137,1.99878,2.49878,0.0333693,0.00173415,10000
138,6.71828,2.49878,0.0333693,0.00173415,10000
139,6.71828,2.49878,0.0333693,0.00173415,10000
140,6.71828,2.49878,0.0333693,0.00173415,10000
141,6.71828,2.49878,0.0333693,0.00173415,10000
142,6.71828,2.49878,0.0333693,0.00173415,10000
143,6.71828,2.49878,0.0333693,0.00173415,10000
144,6.71828,2.49878,0.0333693,0.00173415,10000
145,7.95631,2.49878,0.0333693,0.00173415,10000
146,7.95631,2.49878,0.0333693,0.00173415,10000
147,7.95631,2.49878,0.0333693,0.00173415,10000
148,7.95631,2.49878,0.0333693,0.00173415,10000
149,7.95631,2.49878,0.0333693,0.00173415,10000
150,7.95631,2.49878,0.0333693,0.00173415,10000
151,7.95631,2.49878,0.0333693,0.00173415,10000
152,7.95631,2.49878,0.0333693,0.00173415,10000
153,7.95631,2.49878,0.0333693,0.00173415,10000
154,7.95631,2.49878,0.0333693,0.00173415,10000
155,7.95631,2.49878,0.0333693,0.00173415,10000
156,7.95631,2.49878,0.0333693,0.00173415,10000
157,1.99878,2.49878,0.0333693,0.00173415,10000
158,1.99878,2.49878,0.0333693,0.00173415,10000
159,1.99878,2.49878,0.0333693,0.00173415,10000
160,1.99878,2.49878,0.0333693,0.00173415,10000
161,1.99878,2.49878,0.0333693,0.00173415,10000
162,1.99878,2.49878,0.0333693,0.00173415,10000
163,1.99878,2.49878,0.0333693,0.00173415,10000
164,1.99878,2.49878,0.0333693,0.00173415,10000
165,1.99878,2.49878,0.0333693,0.00173415,10000
166,1.99878,2.49878,0.0333693,0.0011561,10000
167,1.99878,2.49878,0.0333693,0.0011561,10000
168,5.29967,2.49878,0.0333693,0.0011561,10000
169,5.29967,2.49878,0.0333693,0.0011561,10000
170,5.29967,2.49878,0.0333693,0.0011561,10000
171,7.6809,2.49878,0.0333693,0.0011561,10000
172,7.6809,2.49878,0.0333693,0.0011561,10000
173,7.6809,2.49878,0.0333693,0.0011561,10000
174,7.6809,2.49878,0.0333693,0.0011561,10000
175,4.832,2.49878,0.0333693,0.0011561,10000
176,4.832,2.49878,0.0333693,0.0011561,10000
177,4.832,2.49878,0.0333693,0.0011561,10000
178,4.832,2.49878,0.0333693,0.0011561,10000
179,2.65953,2.49878,0.0333693,0.0011561,10000
180,2.65953,2.49878,0.0333693,0.0011561,10000
181,2.65953,2.49878,0.0333693,0.0011561,10000
182,2.65953,2.49878,0.0333693,0.0011561,10000
183,2.65953,2.49878,0.0333693,0.0011561,10000
184,6.4796,2.49878,0.0333693,0.0011561,10000
185,1.99878,2.49878,0.0333693,0.0011561,10000
186,1.99878,2.49878,0.0333693,0.000770735,10000
187,1.99878,2.49878,0.0333693,0.000770735,10000
188,1.99878,2.49878,0.0333693,0.000770735,10000
189,1.99878,2.49878,0.0333693,0.000770735,10000
190,1.99878,2.49878,0.0333693,0.000770735,10000
191,1.99878,2.49878,0.0333693,0.000770735,10000
192,6.1756,2.49878,0.0333693,0.000770735,10000
193,6.1756,2.49878,0.0333693,0.000770735,10000
194,7.80321,2.49878,0.0333693,0.000770735,10000
195,7.80321,2.49878,0.0333693,0.000770735,10000
196,7.80321,2.49878,0.0333693,0.000770735,10000
197,7.80321,2.49878,0.0333693,0.000770735,10000
198,7.80321,2.49878,0.0333693,0.000513823,10000
199,4.50163,2.49878,0.0333693,0.000513823,10000
200,4.50163,2.49878,0.0333693,0.000513823,10000
201,4.50163,2.49878,0.0333693,0.000513823,10000
202,4.50163,2.49878,0.0333693,0.000513823,10000
203,4.50163,2.49878,0.0333693,0.000513823,10000
204,4.50163,2.49878,0.0333693,0.000513823,10000
205,4.50163,2.49878,0.0333693,0.000513823,10000
206,4.50163,2.49878,0.0333693,0.000513823,10000
207,4.50163,2.49878,0.0333693,0.000513823,10000
208,1.99878,2.49878,0.0333693,0.000513823,10000
209,1.99878,2.49878,0.0333693,0.000513823,10000
210,1.99878,2.49878,0.0333693,0.000513823,10000
211,1.99878,2.49878,0.0333693,0.000513823,10000
212,1.99878,2.49878,0.0333693,0.000513823,10000
213,1.99878,2.49878,0.0333693,0.000513823,10000
214,1.99878,2.49878,0.0333693,0.000513823,10000
215,6.73025,2.49878,0.0333693,0.000513823,10000
216,6.73025,2.49878,0.0333693,0.000513823,10000
217,6.73025,2.49878,0.0333693,0.000513823,10000
218,6.73025,2.49878,0.0333693,0.000513823,10000
219,6.66097,2.49878,0.0333693,0.000513823,10000
220,5.42502,2.49878,0.0333693,0.000513823,10000
221,5.55673,2.49878,0.0333693,0.000513823,10000
222,6.49118,2.49878,0.0333693,0.000513823,10000
223,6.49118,2.49878,0.0333693,0.000513823,10000
224,6.49118,2.49878,0.0333693,0.000513823,10000
225,6.49118,2.49878,0.0333693,0.000342549,10000
226,6.49118,2.49878,0.0333693,0.000342549,10000
227,2.00768,2.49878,0.0333693,0.000342549,10000
228,5.54678,2.49878,0.0333693,0.000342549,10000
229,5.54678,2.49878,0.0333693,0.000342549,10000
230,5.54678,2.49878,0.0333693,0.000342549,10000
231,5.54678,2.49878,0.0333693,0.000342549,10000
232,9.01249,2.49878,0.0333693,0.000342549,10000
233,9.01249,2.49878,0.0333693,0.000342549,10000
234,9.01249,2.49878,0.0333693,0.000342549,10000
235,9.01249,2.49878,0.0333693,0.000342549,10000
236,9.01249,2.49878,0.0333693,0.000342549,10000
237,9.01249,2.49878,0.0333693,0.000342549,10000
238,9.01249,2.49878,0.0333693,0.000342549,10000
239,9.01249,2.49878,0.0333693,0.000342549,10000
240,7.89822,2.49878,0.0333693,0.000342549,10000
241,7.89822,2.49878,0.0333693,0.000228366,10000
242,1.99878,2.49878,0.0333693,0.000228366,10000
243,1.99878,2.49878,0.0333693,0.000228366,10000
244,1.99878,2.49878,0.0333693,0.000228366,10000
245,1.99878,2.49878,0.0333693,0.000228366,10000
246,1.99878,2.49878,0.0333693,0.000228366,10000
247,6.58218,2.49878,0.0333693,0.000228366,10000
248,6.58218,2.49878,0.0333693,0.000228366,10000
249,9.17054,2.49878,0.0333693,0.000228366,10000
250,9.17054,2.49878,0.0333693,0.000228366,10000
251,9.17054,2.49878,0.0333693,0.000228366,10000
252,9.17054,2.49878,0.0333693,0.000228366,10000
253,9.17054,2.49878,0.0333693,0.000228366,10000
254,8.94403,2.49878,0.0333693,0.000228366,10000
255,2.84027,2.49878,0.0333693,0.000228366,10000
256,2.24261,2.49878,0.0333693,0.000228366,10000
257,5.88448,2.49878,0.0333693,0.000228366,10000
258,5.88448,2.49878,0.0333693,0.000228366,10000
259,5.88448,2.49878,0.0333693,0.000228366,10000
260,5.88448,2.49878,0.0333693,0.000228366,10000
261,5.88448,2.49878,0.0333693,0.000228366,10000
262,5.88448,2.49878,0.0333693,0.000228366,10000
263,5.88448,2.49878,0.0333693,0.000228366,10000
264,5.88448,2.49878,0.0333693,0.000228366,10000
265,2.92656,2.49878,0.0333693,0.000228366,10000
266,2.92656,2.49878,0.0333693,0.000228366,10000
267,2.92656,2.49878,0.0333693,0.000228366,10000
268,2.92656,2.49878,0.0333693,0.000228366,10000
269,2.92656,2.49878,0.0333693,0.000228366,10000
270,2.92656,2.49878,0.0333693,0.000228366,10000
271,2.92656,2.49878,0.0333693,0.000228366,10000
272,2.92656,2.49878,0.0333693,0.000228366,10000
273,1.99878,2.49878,0.0333693,0.000228366,10000
274,1.99878,2.49878,0.0333693,0.000228366,10000
275,1.99878,2.49878,0.0333693,0.000228366,10000
276,1.99878,2.49878,0.0333693,0.000228366,10000
277,1.99878,2.49878,0.0333693,0.000228366,10000
278,1.99878,2.49878,0.0333693,0.000228366,10000
279,1.99878,2.49878,0.0333693,0.000228366,10000
280,1.99878,2.49878,0.0333693,0.000228366,10000
281,1.99878,2.49878,0.0333693,0.000228366,10000
282,1.99878,2.49878,0.0333693,0.000228366,10000
283,1.99878,2.49878,0.0333693,0.000228366,10000
284,1.99878,2.49878,0.0333693,0.000228366,10000
285,1.99878,2.49878,0.0333693,0.000228366,10000
286,1.99878,2.49878,0.0333693,0.000228366,10000
287,1.99878,2.49878,0.0333693,0.000228366,10000
288,1.99878,2.49878,0.0333693,0.000228366,10000
289,1.99878,2.49878,0.0333693,0.000228366,10000
290,1.99878,2.49878,0.0333693,0.000228366,10000
291,1.99878,2.49878,0.0333693,0.000228366,10000
292,1.99878,2.49878,0.0333693,0.000228366,10000
293,1.99878,2.49878,0.0333693,0.000228366,10000
294,1.99878,2.49878,0.0333693,0.000228366,10000
295,5.65051,2.49878,0.0333693,0.000342549,10000
296,9.30094,2.49878,0.0333693,0.000342549,10000
297,9.30094,2.49878,0.0333693,0.000342549,10000
298,9.30094,2.49878,0.0333693,0.000342549,10000
299,9.30094,2.49878,0.0333693,0.000342549,10000
300,9.30094,2.49878,0.0333693,0.000342549,10000
301,9.30094,2.49878,0.0333693,0.000342549,10000
302,9.30094,2.49878,0.0333693,0.000342549,10000
303,6.56598,2.49878,0.0333693,0.000342549,10000
304,6.56598,2.49878,0.0333693,0.000342549,10000
305,7.57983,2.49878,0.0333693,0.000342549,10000
306,7.15392,2.49878,0.0333693,0.000342549,10000
307,7.15392,2.49878,0.0333693,0.000342549,10000
308,7.15392,2.49878,0.0333693,0.000342549,10000
309,6.69784,2.49878,0.0333693,0.000342549,10000
310,6.69784,2.49878,0.0333693,0.000342549,10000
311,6.69784,2.49878,0.0333693,0.000342549,10000
312,6.69784,2.49878,0.0333693,0.000342549,10000
313,1.99878,2.49878,0.0333693,0.000342549,10000
314,1.99878,2.49878,0.0333693,0.000342549,10000
315,1.99878,2.49878,0.0333693,0.000342549,10000
316,1.99878,2.49878,0.0333693,0.000342549,10000
317,5.96096,2.49878,0.0333693,0.000342549,10000
318,5.96096,2.49878,0.0333693,0.000342549,10000
319,5.96096,2.49878,0.0333693,0.000342549,10000
320,5.96096,2.49878,0.0333693,0.000342549,10000
321,5.96096,2.49878,0.0333693,0.000342549,10000
322,9.3877,2.49878,0.0333693,0.000342549,10000
323,8.82561,2.49878,0.0333693,0.000342549,10000
324,8.82561,2.49878,0.0333693,0.000342549,10000
325,8.82561,2.49878,0.0333693,0.000342549,10000
326,8.82561,2.49878,0.0333693,0.000342549,10000
327,9.34458,2.49878,0.0333693,0.000342549,10000
328,9.34458,2.49878,0.0333693,0.000342549,10000
329,6.88548,2.49878,0.0333693,0.000513823,10000
330,6.88548,2.49878,0.0333693,0.000513823,10000
331,6.88548,2.49878,0.0333693,0.000513823,10000
332,6.83935,2.49878,0.0333693,0.000513823,10000
333,6.83935,2.49878,0.0333693,0.000513823,10000
334,4.21763,2.49878,0.0333693,0.000513823,10000
335,4.21763,2.49878,0.0333693,0.000513823,10000
336,4.21763,2.49878,0.0333693,0.000513823,10000
337,6.66736,2.49878,0.0333693,0.000513823,10000
338,6.66736,2.49878,0.0333693,0.000513823,10000
339,6.66736,2.49878,0.0333693,0.000513823,10000
340,1.99878,2.49878,0.0333693,0.000513823,10000
341,1.99878,2.49878,0.0333693,0.000513823,10000
342,1.99878,2.49878,0.0333693,0.000513823,10000
343,1.99878,2.49878,0.0333693,0.000513823,10000
344,6.48007,2.49878,0.0333693,0.000513823,10000
345,9.10362,2.49878,0.0333693,0.000513823,10000
346,9.10362,2.49878,0.0333693,0.000513823,10000
347,9.10362,2.49878,0.0333693,0.000513823,10000
348,9.10362,2.49878,0.0333693,0.000513823,10000
349,1.99878,2.49878,0.0333693,0.000513823,10000
350,1.99878,2.49878,0.0333693,0.000513823,10000
351,1.99878,2.49878,0.0333693,0.000513823,10000
352,1.99878,2.49878,0.0333693,0.000513823,10000
353,1.99878,2.49878,0.0333693,0.000513823,10000
354,1.99878,2.49878,0.0333693,0.000513823,10000
355,1.99878,2.49878,0.0333693,0.000513823,10000
356,1.99878,2.49878,0.0333693,0.000513823,10000
357,1.99878,2.49878,0.0333693,0.000513823,10000
358,9.3558,2.49878,0.0333693,0.000513823,10000
359,9.3558,2.49878,0.0333693,0.000513823,10000
360,9.3558,2.49878,0.0333693,0.000513823,10000
361,9.3558,2.49878,0.0333693,0.000513823,10000
362,9.3558,2.49878,0.0333693,0.000513823,10000
363,4.2322,2.49878,0.0333693,0.000513823,10000
364,4.2322,2.49878,0.0333693,0.000513823,10000
365,4.2322,2.49878,0.0333693,0.000513823,10000
366,4.2322,2.49878,0.0333693,0.000513823,10000
367,4.2322,2.49878,0.0333693,0.000513823,10000
368,4.2322,2.49878,0.0333693,0.000513823,10000
369,4.2322,2.49878,0.0333693,0.000513823,10000
370,6.83973,2.49878,0.0333693,0.000513823,10000
371,6.83973,2.49878,0.0333693,0.000513823,10000
372,6.83973,2.49878,0.0333693,0.000513823,10000
373,6.83973,2.49878,0.0333693,0.000513823,10000
374,6.83973,2.49878,0.0333693,0.000513823,10000
375,4.72128,2.49878,0.0333693,0.000513823,10000
376,4.72128,2.49878,0.0333693,0.000513823,10000
377,5.77575,2.49878,0.0333693,0.000770735,10000
378,5.77575,2.49878,0.0333693,0.000770735,10000
379,5.77575,2.49878,0.0333693,0.000770735,10000
380,5.77575,2.49878,0.0333693,0.000770735,10000
381,5.77575,2.49878,0.0333693,0.000770735,10000
382,1.99878,2.49878,0.0333693,0.000770735,10000
383,1.99878,2.49878,0.0333693,0.000770735,10000
384,1.99878,2.49878,0.0333693,0.000770735,10000
385,1.99878,2.49878,0.0333693,0.000770735,10000
386,1.99878,2.49878,0.0333693,0.000770735,10000
387,3.71554,2.49878,0.0333693,0.000770735,10000
388,3.71554,2.49878,0.0333693,0.000770735,10000
389,3.71554,2.49878,0.0333693,0.000770735,10000
390,3.19556,2.49878,0.0333693,0.000770735,10000
391,3.19556,2.49878,0.0333693,0.000770735,10000
392,4.05816,2.49878,0.0333693,0.000770735,10000
393,7.70446,2.49878,0.0333693,0.000770735,10000
394,7.70446,2.49878,0.0333693,0.000770735,10000
395,2.8935,2.49878,0.0333693,0.000770735,10000
396,2.8935,2.49878,0.0333693,0.000770735,10000
397,2.8935,2.49878,0.0333693,0.000770735,10000
398,2.8935,2.49878,0.0333693,0.000770735,10000
399,1.99878,2.49878,0.0333693,0.000770735,10000
400,1.99878,2.49878,0.0333693,0.000770735,10000
401,1.99878,2.49878,0.0333693,0.000770735,10000
402,1.99878,2.49878,0.0333693,0.000513823,10000
403,1.99878,2.49878,0.0333693,0.000513823,10000
404,1.99878,2.49878,0.0333693,0.000513823,10000
405,1.99878,2.49878,0.0333693,0.000513823,10000
406,1.99878,2.49878,0.0333693,0.000513823,10000
407,1.99878,2.49878,0.0333693,0.000513823,10000
408,1.99878,2.49878,0.0333693,0.000513823,10000
409,1.99878,2.49878,0.0333693,0.000513823,10000
410,1.99878,2.49878,0.0333693,0.000513823,10000
411,1.99878,2.49878,0.0333693,0.000513823,10000
412,1.99878,2.49878,0.0333693,0.000513823,10000
413,7.07057,2.49878,0.0333693,0.000513823,10000
414,7.07057,2.49878,0.0333693,0.000513823,10000
415,7.07057,2.49878,0.0333693,0.000513823,10000
416,7.07057,2.49878,0.0333693,0.000513823,10000
417,7.07057,2.49878,0.0333693,0.000513823,10000
418,1.99878,2.49878,0.0333693,0.000513823,10000
419,8.9811,2.49878,0.0333693,0.000513823,10000
420,1.99878,2.49878,0.0333693,0.000513823,10000
421,1.99878,2.49878,0.0333693,0.000513823,10000
422,1.99878,2.49878,0.0333693,0.000513823,10000
423,1.99878,2.49878,0.0333693,0.000513823,10000
424,1.99878,2.49878,0.0333693,0.000513823,10000
425,1.99878,2.49878,0.0333693,0.000513823,10000
426,1.99878,2.49878,0.0333693,0.000513823,10000
427,1.99878,2.49878,0.0333693,0.000513823,10000
428,1.99878,2.49878,0.0333693,0.000513823,10000
429,1.99878,2.49878,0.0333693,0.000513823,10000
430,1.99878,2.49878,0.0333693,0.000513823,10000
431,1.99878,2.49878,0.0333693,0.000513823,10000
432,1.99878,2.49878,0.0333693,0.000513823,10000
433,5.6713,2.49878,0.0333693,0.000513823,10000
434,5.6713,2.49878,0.0333693,0.000513823,10000
435,5.6713,2.49878,0.0333693,0.000513823,10000
436,4.04757,2.49878,0.0333693,0.000513823,10000
437,4.04757,2.49878,0.0333693,0.000513823,10000
438,4.04757,2.49878,0.0333693,0.000513823,10000
439,4.04757,2.49878,0.0333693,0.000513823,10000
440,4.04757,2.49878,0.0333693,0.000513823,10000
441,9.08945,2.49878,0.0333693,0.000513823,10000
442,9.08945,2.49878,0.0333693,0.000513823,10000
443,9.08945,2.49878,0.0333693,0.000513823,10000
444,9.08945,2.49878,0.0333693,0.000513823,10000
445,9.08945,2.49878,0.0333693,0.000513823,10000
446,9.08945,2.49878,0.0333693,0.000513823,10000
447,9.08945,2.49878,0.0333693,0.000513823,10000
448,9.08945,2.49878,0.0333693,0.000513823,10000
449,9.08945,2.49878,0.0333693,0.000513823,10000
450,9.08945,2.49878,0.0333693,0.000513823,10000
451,9.08945,2.49878,0.0333693,0.000513823,10000
452,9.08945,2.49878,0.0333693,0.000513823,10000
453,1.99878,2.49878,0.0333693,0.000513823,10000
454,1.99878,2.49878,0.0333693,0.000513823,10000
455,1.99878,2.49878,0.0333693,0.000513823,10000
456,1.99878,2.49878,0.0333693,0.000513823,10000
457,2.84591,2.49878,0.0333693,0.000770735,10000
458,2.84591,2.49878,0.0333693,0.000770735,10000
459,2.84591,2.49878,0.0333693,0.000770735,10000
460,2.84591,2.49878,0.0333693,0.000770735,10000
461,2.84591,2.49878,0.0333693,0.000770735,10000
462,2.84591,2.49878,0.0333693,0.000770735,10000
463,1.99878,2.49878,0.0333693,0.000770735,10000
464,1.99878,2.49878,0.0333693,0.000770735,10000
465,1.99878,2.49878,0.0333693,0.000770735,10000
466,1.99878,2.49878,0.0333693,0.000770735,10000
467,1.99878,2.49878,0.0333693,0.000770735,10000
468,1.99878,2.49878,0.0333693,0.000770735,10000
469,1.99878,2.49878,0.0333693,0.000770735,10000
470,1.99878,2.49878,0.0333693,0.000770735,10000
471,1.99878,2.49878,0.0333693,0.000770735,10000
472,1.99878,2.49878,0.0333693,0.000770735,10000
473,1.99878,2.49878,0.0333693,0.000513823,10000
474,1.99878,2.49878,0.0333693,0.000513823,10000
475,1.99878,2.49878,0.0333693,0.000513823,10000
476,1.99878,2.49878,0.0333693,0.000513823,10000
477,1.99878,2.49878,0.0333693,0.000513823,10000
478,1.99878,2.49878,0.0333693,0.000513823,10000
479,1.99878,2.49878,0.0333693,0.000513823,10000
480,1.99878,2.49878,0.0333693,0.000513823,10000
481,3.37238,2.49878,0.0333693,0.000513823,10000
482,3.37238,2.49878,0.0333693,0.000513823,10000
483,3.37238,2.49878,0.0333693,0.000513823,10000
484,3.37238,2.49878,0.0333693,0.000513823,10000
485,3.37238,2.49878,0.0333693,0.000513823,10000
486,3.37238,2.49878,0.0333693,0.000513823,10000
487,3.37238,2.49878,0.0333693,0.000513823,10000
488,3.37238,2.49878,0.0333693,0.000513823,10000
489,3.37238,2.49878,0.0333693,0.000513823,10000
490,3.37238,2.49878,0.0333693,0.000513823,10000
491,3.37238,2.49878,0.0333693,0.000513823,10000
492,5.35893,2.49878,0.0333693,0.000513823,10000
493,5.35893,2.49878,0.0333693,0.000513823,10000
494,1.99878,2.49878,0.0333693,0.000513823,10000
495,1.99878,2.49878,0.0333693,0.000513823,10000
496,1.99878,2.49878,0.0333693,0.000513823,10000
497,1.99878,2.49878,0.0333693,0.000513823,10000
498,1.99878,2.49878,0.0333693,0.000513823,10000
499,1.99878,2.49878,0.0333693,0.000513823,10000
500,1.99878,2.49878,0.0333693,0.000513823,10000
501,1.99878,2.49878,0.0333693,0.000513823,10000
502,1.99878,2.49878,0.0333693,0.000513823,10000
503,1.99878,2.49878,0.0333693,0.000513823,10000
504,1.99878,2.49878,0.0333693,0.000513823,10000
505,1.99878,2.49878,0.0333693,0.000513823,10000
506,1.99878,2.49878,0.0333693,0.000513823,10000
507,1.99878,2.49878,0.0333693,0.000513823,10000
508,1.99878,2.49878,0.0333693,0.000513823,10000
509,1.99878,2.49878,0.0333693,0.000513823,10000
510,1.99878,2.49878,0.0333693,0.000513823,10000
511,9.32369,2.49878,0.0333693,0.000513823,10000
512,9.32369,2.49878,0.0333693,0.000513823,10000
513,9.32369,2.49878,0.0333693,0.000513823,10000
514,9.32369,2.49878,0.0333693,0.000513823,10000
515,3.39288,2.49878,0.0333693,0.000513823,10000
516,3.39288,2.49878,0.0333693,0.000513823,10000
